aln	tcas	D.Symbol	D.Name	tcas_name	D.Chrom	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC031626	TcasGA2_TC031626	gnl|WGS:AAJJ|TC031626-PA	CG11906	uncharacterized protein Dmel_CG11906	TcasGA2-TC031626	chromosome 2R	KQ972184.1	4390	6354	1965	-	hypothetical protein	NA
TcasGA2-TC031627	TcasGA2_TC031627	gnl|WGS:AAJJ|TC031627-PA	alpha-Est3	alpha-Esterase-3, isoform B	TcasGA2-TC031627	chromosome 3R	KQ971477.1	1236	2166	931	+	hypothetical protein	NA
TcasGA2-TC031628	TcasGA2_TC031628	gnl|WGS:AAJJ|TC031628-PA	CG14219	uncharacterized protein Dmel_CG14219	TcasGA2-TC031628	chromosome X	KQ972316.1	142935	169402	26468	+	hypothetical protein	NA
TcasGA2-TC031629	TcasGA2_TC031629	gnl|WGS:AAJJ|TC031629-PA	Tsf1	transferrin 1, isoform C	TcasGA2-TC031629	chromosome X	CM000285.3	6075555	6080810	5256	+	Transferrin-like Protein	10
TcasGA2-TC031630	TcasGA2_TC031630	gnl|WGS:AAJJ|TC031630-PA	CG11786	uncharacterized protein Dmel_CG11786	TcasGA2-TC031630	chromosome 3R	CM000285.3	6073285	6074246	962	+	hypothetical protein	10
TcasGA2-TC031632	TcasGA2_TC031632	gnl|WGS:AAJJ|TC031632-PA	Col4a1	collagen type IV alpha 1, isoform A	TcasGA2-TC031632	chromosome 2L	CM000285.3	6008386	6020645	12260	+	hypothetical protein	10
TcasGA2-TC031633	TcasGA2_TC031633	gnl|WGS:AAJJ|TC031633-PA	Cyp18a1	cytochrome P450-18a1, isoform B	TcasGA2-TC031633	chromosome X	CM000285.3	5989958	6001639	11682	+	hypothetical protein	10
TcasGA2-TC031634	TcasGA2_TC031634	gnl|WGS:AAJJ|TC031634-PA	Gdh	glutamate dehydrogenase, isoform F	TcasGA2-TC031634	chromosome 3R	CM000285.3	5964391	5966286	1896	+	Glutamate dehydrogenase, mitochondrial-like Protein	10
TcasGA2-TC031635	TcasGA2_TC031635	gnl|WGS:AAJJ|TC031635-PA	dpy	dumpy, isoform Y	TcasGA2-TC031635	chromosome 2L	CM000285.3	5961631	5964308	2678	+	hypothetical protein	10
TcasGA2-TC031636	TcasGA2_TC031636	gnl|WGS:AAJJ|TC031636-PA	Gdh	glutamate dehydrogenase, isoform F	TcasGA2-TC031636	chromosome 3R	CM000285.3	5941201	5952189	10989	+	Glutamate dehydrogenase, mitochondrial-like Protein	10
TcasGA2-TC031637	TcasGA2_TC031637	gnl|WGS:AAJJ|TC031637-PA	CG2256	uncharacterized protein Dmel_CG2256	TcasGA2-TC031637	chromosome X	CM000285.3	5936315	5937299	985	-	EF-hand calcium-binding domain-containing protein 1-like Protein	10
TcasGA2-TC031638	TcasGA2_TC031638	gnl|WGS:AAJJ|TC031638-PA	CG7638	uncharacterized protein Dmel_CG7638	TcasGA2-TC031638	chromosome 3L	CM000285.3	5931126	5933189	2064	-	Transmembrane protein 161B-like Protein	10
TcasGA2-TC031639	TcasGA2_TC031639	gnl|WGS:AAJJ|TC031639-PA	Hsc70-4	heat shock protein cognate 4, isoform G	TcasGA2-TC031639	chromosome 3R	CM000285.3	5927298	5930429	3132	-	Heat shock 70 kDa protein cognate 4-like Protein	10
TcasGA2-TC031640	TcasGA2_TC031640	gnl|WGS:AAJJ|TC031640-PA	eater	eater	TcasGA2-TC031640	chromosome 3R	CM000285.3	5916251	5926706	10456	+	hypothetical protein	10
TcasGA2-TC031641	TcasGA2_TC031641	gnl|WGS:AAJJ|TC031641-PA	Pdh	photoreceptor dehydrogenase, isoform C	TcasGA2-TC031641	chromosome 3L	CM000285.3	5913260	5914329	1070	-	Fat body protein 2-like Protein	10
TcasGA2-TC031642	TcasGA2_TC031642	gnl|WGS:AAJJ|TC031642-PA	Ance-3	Ance-3, isoform B	TcasGA2-TC031642	chromosome 2L	CM000285.3	5887089	5905907	18819	-	Angiotensin-converting enzyme-like Protein	10
TcasGA2-TC031643	TcasGA2_TC031643	gnl|WGS:AAJJ|TC031643-PA	Vajk4	Vajk4	TcasGA2-TC031643	chromosome 2R	CM000285.3	5885750	5887057	1308	+	hypothetical protein	10
TcasGA2-TC031644	TcasGA2_TC031644	gnl|WGS:AAJJ|TC031644-PA	Vajk1	Vajk1, isoform A	TcasGA2-TC031644	chromosome 2L	CM000285.3	5879240	5882396	3157	+	hypothetical protein	10
TcasGA2-TC031645	TcasGA2_TC031645	gnl|WGS:AAJJ|TC031645-PA	Vajk4	Vajk4	TcasGA2-TC031645	chromosome 2R	CM000285.3	5871950	5874223	2274	+	hypothetical protein	10
TcasGA2-TC031646	TcasGA2_TC031646	gnl|WGS:AAJJ|TC031646-PA	Ance-3	Ance-3, isoform B	TcasGA2-TC031646	chromosome 2L	CM000285.3	5864756	5871808	7053	-	Angiotensin-converting enzyme-related protein-like Protein	10
TcasGA2-TC031647	TcasGA2_TC031647	gnl|WGS:AAJJ|TC031647-PA	Arp1	Actin-related protein 1	TcasGA2-TC031647	chromosome 3R	KQ972925.1	3	1110	1108	+	Actin-related protein 1-like Protein	NA
TcasGA2-TC031650	TcasGA2_TC031650	gnl|WGS:AAJJ|TC031650-PA	FucTD	alpha1,3-fucosyltransferase D	TcasGA2-TC031650	chromosome 3L	KQ971855.1	7279	20364	13086	-	hypothetical protein	NA
TcasGA2-TC031651	TcasGA2_TC031651	gnl|WGS:AAJJ|TC031651-PA	ry	rosy	TcasGA2-TC031651	chromosome 3R	KQ971896.1	41	731	691	+	hypothetical protein	NA
TcasGA2-TC031653	TcasGA2_TC031653	gnl|WGS:AAJJ|TC031653-PA	CG2681	uncharacterized protein Dmel_CG2681	TcasGA2-TC031653	chromosome X	KQ971856.1	1	1614	1614	-	hypothetical protein	NA
TcasGA2-TC031654	TcasGA2_TC031654	gnl|WGS:AAJJ|TC031654-PA	CG9447	uncharacterized protein Dmel_CG9447	TcasGA2-TC031654	chromosome 2R	KQ971856.1	4466	5197	732	+	hypothetical protein	NA
TcasGA2-TC031655	TcasGA2_TC031655	gnl|WGS:AAJJ|TC031655-PA	OXA1L	OXA1L mitochondrial inner membrane protein, isoform B	TcasGA2-TC031655	chromosome 3L	KQ971476.1	3411	11560	8150	-	hypothetical protein	NA
TcasGA2-TC031656	TcasGA2_TC031656	gnl|WGS:AAJJ|TC031656-PA	CG14478	uncharacterized protein Dmel_CG14478, isoform C	TcasGA2-TC031656	chromosome 2R	KQ971905.1	48686	49341	656	+	Transposable element Tcb1 transposase-like Protein	NA
TcasGA2-TC031659	TcasGA2_TC031659	gnl|WGS:AAJJ|TC031659-PA	Ctf4	chromosome transmission fidelity 4	TcasGA2-TC031659	chromosome 2R	KQ971905.1	102553	107083	4531	-	hypothetical protein	NA
TcasGA2-TC031660	TcasGA2_TC031660	gnl|WGS:AAJJ|TC031660-PA	Ir75b	ionotropic receptor 75b	TcasGA2-TC031660	chromosome 3L	KQ971905.1	186298	190553	4256	-	Glutamate receptor ionotropic, delta-1-like Protein	NA
TcasGA2-TC031661	TcasGA2_TC031661	gnl|WGS:AAJJ|TC031661-PA	CNBP	CCHC-type zinc finger nucleic acid binding protein, isoform B	TcasGA2-TC031661	chromosome 2R	KQ972544.1	2498	23754	21257	-	hypothetical protein	NA
TcasGA2-TC031662	TcasGA2_TC031662	gnl|WGS:AAJJ|TC031662-PA	CNBP	CCHC-type zinc finger nucleic acid binding protein, isoform B	TcasGA2-TC031662	chromosome 2R	KQ972544.1	23846	36224	12379	-	hypothetical protein	NA
TcasGA2-TC031663	TcasGA2_TC031663	gnl|WGS:AAJJ|TC031663-PA	smog	smog, isoform D	TcasGA2-TC031663	chromosome 2L	KQ972434.1	44	4804	4761	-	hypothetical protein	NA
TcasGA2-TC031664	TcasGA2_TC031664	gnl|WGS:AAJJ|TC031664-PA	Hrd3	HMG-coA reductase degradation 3, isoform B	TcasGA2-TC031664	chromosome 3R	KQ971535.1	3572	5174	1603	-	Retrovirus-related Pol polyprotein from transposon 297-like Protein	NA
TcasGA2-TC031665	TcasGA2_TC031665	gnl|WGS:AAJJ|TC031665-PA	Nrg	neuroglian, isoform E	TcasGA2-TC031665	chromosome X	KQ972234.1	15422	16754	1333	-	hypothetical protein	NA
TcasGA2-TC031666	TcasGA2_TC031666	gnl|WGS:AAJJ|TC031666-PA	Tet	Ten-Eleven translocation (TET) family protein, isoform D	TcasGA2-TC031666	chromosome 3L	KQ971889.1	403	3394	2992	-	hypothetical protein	NA
TcasGA2-TC031667	TcasGA2_TC031667	gnl|WGS:AAJJ|TC031667-PA	Cyp6a2	cytochrome P450-6a2	TcasGA2-TC031667	chromosome 2R	KQ971889.1	81522	95703	14182	-	Cytochrome P450 6a2-like Protein	NA
TcasGA2-TC031668	TcasGA2_TC031668	gnl|WGS:AAJJ|TC031668-PA	Cyp6a2	cytochrome P450-6a2	TcasGA2-TC031668	chromosome 2R	KQ971889.1	164452	173483	9032	+	Cytochrome P450 6a2-like Protein	NA
TcasGA2-TC031670	TcasGA2_TC031670	gnl|WGS:AAJJ|TC031670-PA	MCPH1	microcephalin, isoform A	TcasGA2-TC031670	chromosome 2R	KQ972900.1	29	14690	14662	+	hypothetical protein	NA
TcasGA2-TC031671	TcasGA2_TC031671	gnl|WGS:AAJJ|TC031671-PA	Orc4	origin recognition complex subunit 4	TcasGA2-TC031671	chromosome 2R	KQ972965.1	4256	5423	1168	+	hypothetical protein	NA
TcasGA2-TC031673	TcasGA2_TC031673	gnl|WGS:AAJJ|TC031673-PA	Nhe1	N	TcasGA2-TC031673	chromosome 2L	KQ973114.1	60450	65232	4783	-	Sodium/hydrogen exchanger 8-like Protein	NA
TcasGA2-TC031674	TcasGA2_TC031674	gnl|WGS:AAJJ|TC031674-PA	Vps51	vacuolar protein sorting 51	TcasGA2-TC031674	chromosome 2R	KQ973114.1	105281	107693	2413	-	hypothetical protein	NA
TcasGA2-TC031675	TcasGA2_TC031675	gnl|WGS:AAJJ|TC031675-PA	boss	bride of sevenless	TcasGA2-TC031675	chromosome 3R	KQ973114.1	181838	182970	1133	-	hypothetical protein	NA
TcasGA2-TC031676	TcasGA2_TC031676	gnl|WGS:AAJJ|TC031676-PA	ABCA	ATP binding cassette subfamily A, isoform C	TcasGA2-TC031676	chromosome X	KQ973114.1	242983	258079	15097	-	ATP-binding cassette sub-family A member 3-like Protein	NA
TcasGA2-TC031677	TcasGA2_TC031677	gnl|WGS:AAJJ|TC031677-PA	ABCA	ATP binding cassette subfamily A, isoform C	TcasGA2-TC031677	chromosome X	KQ973114.1	269322	277933	8612	-	ATP-binding cassette sub-family A member 3-like Protein	NA
TcasGA2-TC031678	TcasGA2_TC031678	gnl|WGS:AAJJ|TC031678-PA	Ctl1	choline transporter-like 1, isoform B	TcasGA2-TC031678	chromosome 3L	KQ973114.1	283608	290743	7136	-	Choline transporter-like protein 1	NA
TcasGA2-TC031679	TcasGA2_TC031679	gnl|WGS:AAJJ|TC031679-PA	RAF2	RING-associated factor 2, isoform C	TcasGA2-TC031679	chromosome 3L	KQ973114.1	304610	309723	5114	-	hypothetical protein	NA
TcasGA2-TC031680	TcasGA2_TC031680	gnl|WGS:AAJJ|TC031680-PA	CG14135	uncharacterized protein Dmel_CG14135, isoform B	TcasGA2-TC031680	chromosome 3L	KQ973114.1	313531	330543	17013	-	hypothetical protein	NA
TcasGA2-TC031681	TcasGA2_TC031681	gnl|WGS:AAJJ|TC031681-PA	CG45092	chaski, isoform B	TcasGA2-TC031681	chromosome 2R	KQ973114.1	344609	347073	2465	-	hypothetical protein	NA
TcasGA2-TC031682	TcasGA2_TC031682	gnl|WGS:AAJJ|TC031682-PA	TTLL6B	tubulin tyrosine ligase-like 6B	TcasGA2-TC031682	chromosome 3R	KQ973114.1	348122	352393	4272	-	hypothetical protein	NA
TcasGA2-TC031683	TcasGA2_TC031683	gnl|WGS:AAJJ|TC031683-PA	CG34355	uncharacterized protein Dmel_CG34355, isoform G	TcasGA2-TC031683	chromosome 3R	KQ973114.1	412455	442798	30344	+	hypothetical protein	NA
TcasGA2-TC031684	TcasGA2_TC031684	gnl|WGS:AAJJ|TC031684-PA	tam	tamas	TcasGA2-TC031684	chromosome 2L	KQ973114.1	443524	446542	3019	-	hypothetical protein	NA
TcasGA2-TC031685	TcasGA2_TC031685	gnl|WGS:AAJJ|TC031685-PA	NaPi-T	N	TcasGA2-TC031685	chromosome 2R	KQ973114.1	484228	487680	3453	+	hypothetical protein	NA
TcasGA2-TC031686	TcasGA2_TC031686	gnl|WGS:AAJJ|TC031686-PA	Pcf11	Pcf11 cleavage and polyadenylation factor subunit, isoform E	TcasGA2-TC031686	chromosome 2R	KQ973114.1	489978	490992	1015	+	hypothetical protein	NA
TcasGA2-TC031687	TcasGA2_TC031687	gnl|WGS:AAJJ|TC031687-PA	CG7065	uncharacterized protein Dmel_CG7065	TcasGA2-TC031687	chromosome X	KQ973114.1	491048	491889	842	+	hypothetical protein	NA
TcasGA2-TC031688	TcasGA2_TC031688	gnl|WGS:AAJJ|TC031688-PA	CG12814	uncharacterized protein Dmel_CG12814, isoform C	TcasGA2-TC031688	chromosome 3R	KQ973114.1	615748	670709	54962	+	hypothetical protein	NA
TcasGA2-TC031689	TcasGA2_TC031689	gnl|WGS:AAJJ|TC031689-PA	CG3106	uncharacterized protein Dmel_CG3106, isoform B	TcasGA2-TC031689	chromosome X	KQ973114.1	740166	752447	12282	-	Nose resistant to fluoxetine protein 6-like Protein	NA
TcasGA2-TC031690	TcasGA2_TC031690	gnl|WGS:AAJJ|TC031690-PA	Gnf1	germ line transcription factor 1, isoform B	TcasGA2-TC031690	chromosome 3R	KQ973114.1	1113131	1115996	2866	+	Transposable element P transposase-like Protein	NA
TcasGA2-TC031691	TcasGA2_TC031691	gnl|WGS:AAJJ|TC031691-PA	Cndp2	carnosine dipeptidase 2, isoform A	TcasGA2-TC031691	chromosome 2R	KQ973114.1	1131345	1150326	18982	-	Cytosolic non-specific dipeptidase-like Protein	NA
TcasGA2-TC031692	TcasGA2_TC031692	gnl|WGS:AAJJ|TC031692-PA	CG11898	uncharacterized protein Dmel_CG11898	TcasGA2-TC031692	chromosome 3R	KQ973114.1	1149911	1150516	606	-	hypothetical protein	NA
TcasGA2-TC031693	TcasGA2_TC031693	gnl|WGS:AAJJ|TC031693-PA	CG3589	uncharacterized protein Dmel_CG3589	TcasGA2-TC031693	chromosome 2R	KQ973114.1	1168142	1175106	6965	-	hypothetical protein	NA
TcasGA2-TC031694	TcasGA2_TC031694	gnl|WGS:AAJJ|TC031694-PA	ND-B17	NADH dehydrogenase (ubiquinone) B17 subunit, isoform A	TcasGA2-TC031694	chromosome 2L	KQ972392.1	41	3019	2979	+	hypothetical protein	NA
TcasGA2-TC031695	TcasGA2_TC031695	gnl|WGS:AAJJ|TC031695-PA	sens-2	senseless-2, isoform B	TcasGA2-TC031695	chromosome 2L	KQ972392.1	3622	21694	18073	-	Zinc finger protein Gfi-1-like Protein	NA
TcasGA2-TC031696	TcasGA2_TC031696	gnl|WGS:AAJJ|TC031696-PA	mah	mahogany	TcasGA2-TC031696	chromosome 3R	KQ972392.1	54016	55830	1815	+	hypothetical protein	NA
TcasGA2-TC031697	TcasGA2_TC031697	gnl|WGS:AAJJ|TC031697-PA	rngo	rings lost, isoform B	TcasGA2-TC031697	chromosome X	KQ972609.1	1	26624	26624	-	hypothetical protein	NA
TcasGA2-TC031699	TcasGA2_TC031699	gnl|WGS:AAJJ|TC031699-PA	Bsg25D	Blastoderm-specific gene 25D, isoform F	TcasGA2-TC031699	chromosome 2L	KQ971657.1	7	1344	1338	+	hypothetical protein	NA
TcasGA2-TC031700	TcasGA2_TC031700	gnl|WGS:AAJJ|TC031700-PA	lola	longitudinals lacking, isoform C	TcasGA2-TC031700	chromosome 2R	KQ972822.1	1	12214	12214	-	hypothetical protein	NA
TcasGA2-TC031701	TcasGA2_TC031701	gnl|WGS:AAJJ|TC031701-PA	ssp5	short spindle 5	TcasGA2-TC031701	chromosome 3R	KQ972822.1	14654	15998	1345	+	hypothetical protein	NA
TcasGA2-TC031703	TcasGA2_TC031703	gnl|WGS:AAJJ|TC031703-PA	CG8586	uncharacterized protein Dmel_CG8586, isoform B	TcasGA2-TC031703	chromosome 2R	KQ972563.1	4236	5124	889	+	hypothetical protein	NA
TcasGA2-TC031704	TcasGA2_TC031704	gnl|WGS:AAJJ|TC031704-PA	lin-28	lin-28	TcasGA2-TC031704	chromosome 3L	KQ972255.1	2	6998	6997	+	hypothetical protein	NA
TcasGA2-TC031705	TcasGA2_TC031705	gnl|WGS:AAJJ|TC031705-PA	AGO3	argonaute 3, isoform D	TcasGA2-TC031705	chromosome 3L	CM000278.3	19225499	19226644	1146	+	hypothetical protein	3
TcasGA2-TC031706	TcasGA2_TC031706	gnl|WGS:AAJJ|TC031706-PA	CG15098	uncharacterized protein Dmel_CG15098	TcasGA2-TC031706	chromosome 2R	CM000278.3	19148503	19152715	4213	+	hypothetical protein	3
TcasGA2-TC031707	TcasGA2_TC031707	gnl|WGS:AAJJ|TC031707-PA	beat-IIa	beaten path IIa, isoform B	TcasGA2-TC031707	chromosome 3R	CM000278.3	19111682	19131445	19764	+	hypothetical protein	3
TcasGA2-TC031708	TcasGA2_TC031708	gnl|WGS:AAJJ|TC031708-PA	GEFmeso	guanine nucleotide exchange factor in mesoderm, isoform E	TcasGA2-TC031708	chromosome 2R	CM000278.3	19104943	19111840	6898	-	hypothetical protein	3
TcasGA2-TC031709	TcasGA2_TC031709	gnl|WGS:AAJJ|TC031709-PA	beat-Ic	beaten path Ic, isoform B	TcasGA2-TC031709	chromosome 2L	CM000278.3	19018171	19033958	15788	+	hypothetical protein	3
TcasGA2-TC031710	TcasGA2_TC031710	gnl|WGS:AAJJ|TC031710-PA	CG10139	uncharacterized protein Dmel_CG10139, isoform A	TcasGA2-TC031710	chromosome 2R	KQ972323.1	811	14614	13804	-	hypothetical protein	NA
TcasGA2-TC031712	TcasGA2_TC031712	gnl|WGS:AAJJ|TC031712-PA	Zw10	Zeste-white 10	TcasGA2-TC031712	chromosome X	KQ972067.1	96473	97124	652	-	hypothetical protein	NA
TcasGA2-TC031713	TcasGA2_TC031713	gnl|WGS:AAJJ|TC031713-PA	CG10431	uncharacterized protein Dmel_CG10431, isoform B	TcasGA2-TC031713	chromosome 2L	KQ972067.1	97587	110160	12574	-	hypothetical protein	NA
TcasGA2-TC031714	TcasGA2_TC031714	gnl|WGS:AAJJ|TC031714-PA	CG15221	uncharacterized protein Dmel_CG15221	TcasGA2-TC031714	chromosome X	KQ972067.1	111494	115230	3737	-	hypothetical protein	NA
TcasGA2-TC031715	TcasGA2_TC031715	gnl|WGS:AAJJ|TC031715-PA	Muc55B	mucin 55B, isoform B	TcasGA2-TC031715	chromosome 2R	KQ972067.1	116141	138760	22620	-	hypothetical protein	NA
TcasGA2-TC031716	TcasGA2_TC031716	gnl|WGS:AAJJ|TC031716-PA	CG3984	uncharacterized protein Dmel_CG3984	TcasGA2-TC031716	chromosome 3R	KQ972550.1	38	1194	1157	+	hypothetical protein	NA
TcasGA2-TC031717	TcasGA2_TC031717	gnl|WGS:AAJJ|TC031717-PA	RhoGEF3	Rho guanine nucleotide exchange factor 3, isoform B	TcasGA2-TC031717	chromosome 3L	KQ972879.1	37	62855	62819	+	Spermatogenesis-associated protein 13-like Protein	NA
TcasGA2-TC031718	TcasGA2_TC031718	gnl|WGS:AAJJ|TC031718-PA	CG14205	uncharacterized protein Dmel_CG14205	TcasGA2-TC031718	chromosome X	KQ972879.1	82802	96544	13743	-	hypothetical protein	NA
TcasGA2-TC031720	TcasGA2_TC031720	gnl|WGS:AAJJ|TC031720-PA	unc-13	unc-13, isoform B	TcasGA2-TC031720	chromosome 4	KQ972879.1	162482	171116	8635	+	hypothetical protein	NA
TcasGA2-TC031721	TcasGA2_TC031721	gnl|WGS:AAJJ|TC031721-PA	unc-13	unc-13, isoform D	TcasGA2-TC031721	chromosome 4	KQ972879.1	171202	198144	26943	+	Protein unc-13 homolog B-like Protein	NA
TcasGA2-TC031722	TcasGA2_TC031722	gnl|WGS:AAJJ|TC031722-PA	Ir87a	ionotropic receptor 87a	TcasGA2-TC031722	chromosome 3R	KQ972879.1	206502	218032	11531	+	hypothetical protein	NA
TcasGA2-TC031723	TcasGA2_TC031723	gnl|WGS:AAJJ|TC031723-PA	Mical	molecule interacting with CasL, isoform I	TcasGA2-TC031723	chromosome 3R	KQ972957.1	5056	6857	1802	+	hypothetical protein	NA
TcasGA2-TC031725	TcasGA2_TC031725	gnl|WGS:AAJJ|TC031725-PA	Sap-r	Saposin-related, isoform A	TcasGA2-TC031725	chromosome 3R	KQ972957.1	36733	47443	10711	-	hypothetical protein	NA
TcasGA2-TC031726	TcasGA2_TC031726	gnl|WGS:AAJJ|TC031726-PA	Nmdar2	NMDA receptor 2, isoform E	TcasGA2-TC031726	chromosome X	KQ972957.1	80266	98878	18613	+	hypothetical protein	NA
TcasGA2-TC031727	TcasGA2_TC031727	gnl|WGS:AAJJ|TC031727-PA	Arc2	Arc2	TcasGA2-TC031727	chromosome 2R	KQ972957.1	249767	265206	15440	+	hypothetical protein	NA
TcasGA2-TC031728	TcasGA2_TC031728	gnl|WGS:AAJJ|TC031728-PA	CG6962	uncharacterized protein Dmel_CG6962	TcasGA2-TC031728	chromosome 3R	KQ973277.1	32	1273	1242	+	hypothetical protein	NA
TcasGA2-TC031731	TcasGA2_TC031731	gnl|WGS:AAJJ|TC031731-PA	CG31121	uncharacterized protein Dmel_CG31121, isoform A	TcasGA2-TC031731	chromosome 3R	KQ972304.1	13	5246	5234	+	hypothetical protein	NA
TcasGA2-TC031732	TcasGA2_TC031732	gnl|WGS:AAJJ|TC031732-PA	Patronin	patronin, isoform F	TcasGA2-TC031732	chromosome 2R	KQ972304.1	9106	13917	4812	+	hypothetical protein	NA
TcasGA2-TC031734	TcasGA2_TC031734	gnl|WGS:AAJJ|TC031734-PA	AhcyL1	adenosylhomocysteinase like 1	TcasGA2-TC031734	chromosome 3L	KQ972864.1	42261	43013	753	-	hypothetical protein	NA
TcasGA2-TC031735	TcasGA2_TC031735	gnl|WGS:AAJJ|TC031735-PA	Epg5	ectopic P-granules autophagy protein 5, isoform D	TcasGA2-TC031735	chromosome 3R	KQ972864.1	68809	85833	17025	-	hypothetical protein	NA
TcasGA2-TC031736	TcasGA2_TC031736	gnl|WGS:AAJJ|TC031736-PA	CG15570	uncharacterized protein Dmel_CG15570	TcasGA2-TC031736	chromosome X	KQ971573.1	1	1394	1394	-	hypothetical protein	NA
TcasGA2-TC031737	TcasGA2_TC031737	gnl|WGS:AAJJ|TC031737-PA	ATP8A	ATPase 8A, isoform Q	TcasGA2-TC031737	chromosome 2R	KQ973349.1	517	1740	1224	+	hypothetical protein	NA
TcasGA2-TC031740	TcasGA2_TC031740	gnl|WGS:AAJJ|TC031740-PA	CG31220	uncharacterized protein Dmel_CG31220	TcasGA2-TC031740	chromosome 3R	KQ972166.1	45	12390	12346	+	hypothetical protein	NA
TcasGA2-TC031741	TcasGA2_TC031741	gnl|WGS:AAJJ|TC031741-PA	CG4822	uncharacterized protein Dmel_CG4822, isoform E	TcasGA2-TC031741	chromosome 2L	KQ972166.1	6251	12424	6174	-	hypothetical protein	NA
TcasGA2-TC031742	TcasGA2_TC031742	gnl|WGS:AAJJ|TC031742-PA	gudu	gudu	TcasGA2-TC031742	chromosome 2L	KQ972166.1	16200	38289	22090	-	Armadillo repeat-containing protein 4-like Protein	NA
TcasGA2-TC031743	TcasGA2_TC031743	gnl|WGS:AAJJ|TC031743-PA	cl	clot, isoform B	TcasGA2-TC031743	chromosome 2L	KQ972166.1	76383	80982	4600	-	Thioredoxin domain-containing protein 17-like Protein	NA
TcasGA2-TC031744	TcasGA2_TC031744	gnl|WGS:AAJJ|TC031744-PA	LIMK1	LIM domain kinase 1, isoform E	TcasGA2-TC031744	chromosome X	KQ972166.1	84244	86722	2479	-	hypothetical protein	NA
TcasGA2-TC031745	TcasGA2_TC031745	gnl|WGS:AAJJ|TC031745-PA	Ank2	ankyrin 2, isoform Q	TcasGA2-TC031745	chromosome 3L	KQ972166.1	88604	116411	27808	-	hypothetical protein	NA
TcasGA2-TC031746	TcasGA2_TC031746	gnl|WGS:AAJJ|TC031746-PA	CG6761	uncharacterized protein Dmel_CG6761, isoform B	TcasGA2-TC031746	chromosome 3L	KQ972166.1	245535	246249	715	+	hypothetical protein	NA
TcasGA2-TC031747	TcasGA2_TC031747	gnl|WGS:AAJJ|TC031747-PA	primo-1	primo-1, isoform B	TcasGA2-TC031747	chromosome 3R	KQ972166.1	246305	247106	802	+	Low molecular weight phosphotyrosine protein phosphatase 2-like Protein	NA
TcasGA2-TC031748	TcasGA2_TC031748	gnl|WGS:AAJJ|TC031748-PA	l(3)80Fj	lethal (3) 80Fj, isoform A	TcasGA2-TC031748	chromosome 3L	KQ972166.1	282245	320649	38405	+	Translational activator GCN1-like Protein	NA
TcasGA2-TC031749	TcasGA2_TC031749	gnl|WGS:AAJJ|TC031749-PA	seq	lysine (K)-specific demethylase 4B, isoform B	TcasGA2-TC031749	chromosome 2R	KQ973453.1	51347	56565	5219	-	hypothetical protein	NA
TcasGA2-TC031750	TcasGA2_TC031750	gnl|WGS:AAJJ|TC031750-PA	CG34136	uncharacterized protein Dmel_CG34136	TcasGA2-TC031750	chromosome 2L	KQ973453.1	101794	102303	510	+	hypothetical protein	NA
TcasGA2-TC031751	TcasGA2_TC031751	gnl|WGS:AAJJ|TC031751-PA	dpy	dumpy, isoform I	TcasGA2-TC031751	chromosome 2L	KQ973453.1	135985	143771	7787	-	hypothetical protein	NA
TcasGA2-TC031752	TcasGA2_TC031752	gnl|WGS:AAJJ|TC031752-PA	yem	yemanuclein, isoform A	TcasGA2-TC031752	chromosome 3R	KQ973453.1	144193	144771	579	-	hypothetical protein	NA
TcasGA2-TC031753	TcasGA2_TC031753	gnl|WGS:AAJJ|TC031753-PA	Zcchc7	zinc finger CCHC-type containing 7	TcasGA2-TC031753	chromosome 3L	KQ973453.1	158847	163510	4664	+	hypothetical protein	NA
TcasGA2-TC031754	TcasGA2_TC031754	gnl|WGS:AAJJ|TC031754-PA	Rm62	Rm62, isoform I	TcasGA2-TC031754	chromosome 3R	KQ973453.1	187467	191661	4195	+	ATP-dependent RNA helicase p62-like Protein	NA
TcasGA2-TC031756	TcasGA2_TC031756	gnl|WGS:AAJJ|TC031756-PA	CG13251	uncharacterized protein Dmel_CG13251	TcasGA2-TC031756	chromosome 3L	KQ973453.1	196237	198461	2225	+	hypothetical protein	NA
TcasGA2-TC031757	TcasGA2_TC031757	gnl|WGS:AAJJ|TC031757-PA	CG6216	uncharacterized protein Dmel_CG6216	TcasGA2-TC031757	chromosome 3L	KQ973453.1	198517	199753	1237	+	hypothetical protein	NA
TcasGA2-TC031758	TcasGA2_TC031758	gnl|WGS:AAJJ|TC031758-PA	HPS4	Hermansky-Pudlak syndrome 4, isoform B	TcasGA2-TC031758	chromosome 2R	KQ973453.1	222767	232611	9845	+	hypothetical protein	NA
TcasGA2-TC031759	TcasGA2_TC031759	gnl|WGS:AAJJ|TC031759-PA	MAPk-Ak2	MAP kinase activated protein-kinase-2, isoform E	TcasGA2-TC031759	chromosome X	KQ973401.1	1502	2164	663	-	hypothetical protein	NA
TcasGA2-TC031761	TcasGA2_TC031761	gnl|WGS:AAJJ|TC031761-PA	CG3356	uncharacterized protein Dmel_CG3356	TcasGA2-TC031761	chromosome 2R	KQ972226.1	55469	67844	12376	-	hypothetical protein	NA
